user_id,merchant_id,transaction_count,transaction_amount,failed_count,chargeback_count,disputed_amount,failed_rate,chargeback_rate,edge_risk_score,risk_level
USR10111,MCH5125,1.0,18111.68,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10119,MCH2039,1.0,586.09,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10125,MCH1210,1.0,10766.24,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10128,MCH1174,1.0,14669.18,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10128,MCH9275,1.0,17945.13,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10134,MCH2185,1.0,1750.45,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10142,MCH3620,1.0,23295.4,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10143,MCH3727,1.0,7545.58,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10143,MCH6078,1.0,7244.55,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10147,MCH3275,1.0,12485.3,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10156,MCH1421,1.0,4524.57,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10159,MCH2522,1.0,3524.93,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10160,MCH5990,1.0,13850.23,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10162,MCH8198,1.0,22520.0,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10168,MCH9950,1.0,12265.35,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10186,MCH8364,1.0,10108.71,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10190,MCH4895,1.0,23371.0,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10190,MCH5597,1.0,8794.69,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10191,MCH5661,1.0,17880.97,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10193,MCH9375,1.0,4545.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10195,MCH1412,1.0,6109.15,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10196,MCH4153,1.0,19600.08,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10197,MCH6735,1.0,7997.26,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10201,MCH1897,1.0,22603.66,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10207,MCH4636,1.0,13800.2,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10208,MCH2346,1.0,20901.14,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10226,MCH1277,1.0,21819.53,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10250,MCH7688,1.0,4861.88,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10255,MCH6246,1.0,5747.66,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10259,MCH2840,1.0,21451.3,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10261,MCH1485,1.0,3339.34,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10264,MCH7016,1.0,12910.67,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10270,MCH6735,1.0,8199.9,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10273,MCH6512,1.0,22701.38,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10276,MCH8795,1.0,22378.55,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10279,MCH9877,1.0,22194.96,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10286,MCH6287,1.0,12267.06,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10288,MCH8779,0.0,0.0,0.0,1.0,4655.0,0,0,25.0,Medium
USR10288,MCH8939,1.0,11412.83,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10294,MCH8976,1.0,23537.44,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10295,MCH7985,1.0,18552.46,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10301,MCH9934,1.0,23384.2,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10303,MCH2245,1.0,10374.25,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10307,MCH3670,0.0,0.0,0.0,1.0,1186.0,0,0,25.0,Medium
USR10307,MCH4473,0.0,0.0,0.0,1.0,1017.5,0,0,25.0,Medium
USR10307,MCH4590,0.0,0.0,0.0,1.0,2797.85,0,0,25.0,Medium
USR10307,MCH4859,0.0,0.0,0.0,1.0,5976.8,0,0,25.0,Medium
USR10307,MCH7766,0.0,0.0,0.0,1.0,836.19,0,0,25.0,Medium
USR10317,MCH6444,1.0,20149.58,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10322,MCH8055,1.0,408.48,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10325,MCH3948,1.0,7474.11,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10326,MCH2326,1.0,8343.09,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10330,MCH1129,1.0,24348.78,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10342,MCH8398,1.0,12275.27,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10347,MCH5231,1.0,13643.61,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10349,MCH1637,1.0,3044.34,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10352,MCH2182,1.0,14199.97,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10352,MCH3445,1.0,8799.23,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10358,MCH3643,1.0,15541.47,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10358,MCH8900,1.0,4530.49,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10363,MCH8130,1.0,5975.13,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10364,MCH6125,1.0,10464.89,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10364,MCH7982,1.0,10614.21,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10365,MCH1195,1.0,10346.98,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10366,MCH1062,1.0,7052.81,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10369,MCH1005,1.0,8814.65,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10373,MCH8606,1.0,16722.14,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10378,MCH5670,1.0,14361.6,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10378,MCH7476,1.0,4358.52,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10382,MCH6531,1.0,1117.86,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10385,MCH6061,1.0,10400.56,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10391,MCH2155,1.0,21550.55,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10393,MCH6824,1.0,11108.38,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10396,MCH7606,1.0,3323.03,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10400,MCH2258,1.0,20025.46,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10400,MCH6778,1.0,14782.35,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10402,MCH1041,1.0,1891.22,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10402,MCH1519,1.0,3402.29,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10411,MCH9623,1.0,16376.64,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10415,MCH1424,1.0,20519.2,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10421,MCH3852,1.0,11190.02,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10422,MCH1782,1.0,21578.95,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10428,MCH6133,1.0,23216.48,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10435,MCH5412,1.0,23559.16,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10436,MCH6944,1.0,18953.43,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10437,MCH2642,1.0,13307.52,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10440,MCH5971,1.0,1314.1,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10441,MCH9322,1.0,18736.74,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10446,MCH1703,1.0,14268.33,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10448,MCH2850,1.0,8478.13,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10449,MCH2231,1.0,5619.77,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10452,MCH7985,1.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10453,MCH8231,1.0,19466.04,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10459,MCH7215,1.0,16058.82,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10465,MCH5467,1.0,8173.69,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10471,MCH9141,1.0,3515.72,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10473,MCH5871,1.0,9522.9,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10478,MCH2307,1.0,10158.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10480,MCH7251,0.0,0.0,0.0,1.0,792.99,0,0,25.0,Medium
USR10484,MCH1361,1.0,12842.92,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10485,MCH4363,1.0,4011.6,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10487,MCH2491,1.0,3300.86,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10490,MCH5988,1.0,19209.22,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10495,MCH2698,1.0,19795.4,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10497,MCH5004,1.0,5964.18,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10503,MCH2752,1.0,17599.39,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10504,MCH2979,1.0,24937.87,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10504,MCH5637,1.0,23956.7,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10508,MCH1785,1.0,10901.63,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10525,MCH9247,1.0,8537.7,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10529,MCH3199,1.0,9741.23,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10533,MCH5193,1.0,9772.11,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10535,MCH7733,1.0,9842.27,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10549,MCH8898,1.0,21986.64,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10560,MCH4646,1.0,9783.4,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10561,MCH4449,1.0,12847.56,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10563,MCH7182,1.0,7395.86,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10564,MCH5529,1.0,8498.56,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10565,MCH9445,1.0,2991.3,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10569,MCH4362,1.0,8818.59,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10571,MCH8136,1.0,21343.86,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10572,MCH1301,1.0,2022.11,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10572,MCH9825,1.0,5582.21,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10578,MCH2392,1.0,8187.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10579,MCH8202,1.0,21404.69,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10579,MCH9321,1.0,7969.22,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10591,MCH6720,1.0,24954.97,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10593,MCH6996,1.0,958.38,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10598,MCH1855,0.0,0.0,0.0,1.0,641.02,0,0,25.0,Medium
USR10599,MCH7622,1.0,11699.73,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10603,MCH4367,1.0,19709.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10610,MCH7989,1.0,20068.06,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10614,MCH6162,1.0,9427.12,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10621,MCH4079,1.0,20542.71,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10624,MCH4301,1.0,23177.46,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10627,MCH2979,1.0,22398.77,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10632,MCH7796,1.0,6432.08,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10637,MCH7886,1.0,10809.86,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10643,MCH9600,1.0,13768.13,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10647,MCH6894,1.0,1068.32,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10648,MCH3509,1.0,22831.88,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10649,MCH7962,1.0,18085.02,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10649,MCH8252,1.0,20863.11,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10651,MCH5726,1.0,4237.36,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10652,MCH9079,1.0,9279.38,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10662,MCH1239,1.0,16936.77,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10662,MCH4872,1.0,22774.07,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10667,MCH4367,1.0,550.83,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10669,MCH3100,0.0,0.0,0.0,1.0,5027.32,0,0,25.0,Medium
USR10673,MCH9990,1.0,4680.93,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10674,MCH8332,1.0,17436.98,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10692,MCH9264,1.0,4686.24,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10693,MCH5303,0.0,0.0,0.0,1.0,3834.0,0,0,25.0,Medium
USR10698,MCH9761,1.0,20288.21,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10705,MCH9200,1.0,21693.96,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10716,MCH6386,1.0,12109.77,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10730,MCH2354,1.0,10276.3,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10731,MCH5590,1.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10736,MCH5650,1.0,5702.18,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10743,MCH6581,1.0,14910.78,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10746,MCH7171,1.0,9334.33,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10749,MCH6860,1.0,5035.08,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10758,MCH1675,1.0,9689.46,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10761,MCH3623,1.0,17079.42,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10766,MCH9448,1.0,564.85,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10769,MCH1532,1.0,4657.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10770,MCH9767,1.0,20145.34,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10773,MCH8127,1.0,927.67,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10778,MCH4450,1.0,24672.72,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10783,MCH6000,1.0,19285.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10789,MCH6745,1.0,13546.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10796,MCH8269,1.0,7611.52,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10800,MCH6190,1.0,8480.02,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10802,MCH7618,1.0,8606.05,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10802,MCH8012,1.0,12397.97,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10818,MCH4613,1.0,2149.13,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10819,MCH7841,1.0,17498.72,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10820,MCH8014,1.0,16191.52,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10822,MCH4662,1.0,21326.81,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10824,MCH8134,1.0,20277.43,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10827,MCH3974,1.0,20556.28,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10827,MCH5121,1.0,4186.69,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10831,MCH8980,0.0,0.0,0.0,1.0,1038.0,0,0,25.0,Medium
USR10832,MCH1114,1.0,14558.44,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10833,MCH1735,1.0,10911.79,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10834,MCH7638,1.0,9140.52,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10841,MCH9858,1.0,8135.43,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10842,MCH2327,0.0,0.0,0.0,1.0,4819.26,0,0,25.0,Medium
USR10846,MCH5621,1.0,9286.11,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10851,MCH4016,1.0,23679.79,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10853,MCH4735,1.0,11390.32,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10854,MCH4650,1.0,7224.46,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10859,MCH2915,1.0,9338.89,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10881,MCH4492,1.0,20779.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10881,MCH7729,1.0,19050.74,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10888,MCH4792,1.0,9214.06,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10897,MCH9042,1.0,3119.34,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10897,MCH9623,1.0,11229.4,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10902,MCH4220,1.0,23595.28,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10902,MCH4705,1.0,19008.09,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10906,MCH7570,1.0,12469.24,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10911,MCH2175,1.0,19413.0,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10914,MCH6978,1.0,10264.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10915,MCH7454,1.0,10346.93,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10918,MCH6566,1.0,10564.57,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10923,MCH9944,1.0,20956.02,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10928,MCH2496,1.0,8359.28,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10932,MCH7451,1.0,5715.99,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10937,MCH2415,1.0,17616.82,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10949,MCH9293,1.0,9285.64,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10951,MCH1704,1.0,8168.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10959,MCH3441,1.0,9132.49,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10959,MCH8872,1.0,8511.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10963,MCH2004,1.0,15094.89,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10971,MCH9583,1.0,9809.28,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10973,MCH4591,1.0,24429.8,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10974,MCH6749,1.0,11892.14,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10975,MCH8263,1.0,2469.62,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR10993,MCH6714,1.0,23843.05,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10994,MCH8993,1.0,12779.81,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10996,MCH6333,1.0,20614.68,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR10999,MCH6280,1.0,24252.16,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11003,MCH5456,1.0,666.86,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11003,MCH9042,1.0,1632.02,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR11006,MCH8671,1.0,13051.34,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR11010,MCH3308,1.0,10615.18,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11015,MCH5051,0.0,0.0,0.0,1.0,4940.0,0,0,25.0,Medium
USR11030,MCH8350,1.0,18963.56,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR11035,MCH7607,1.0,2336.64,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11036,MCH2383,0.0,0.0,0.0,1.0,1200.09,0,0,25.0,Medium
USR11036,MCH3177,0.0,0.0,0.0,1.0,1628.35,0,0,25.0,Medium
USR11036,MCH5122,0.0,0.0,0.0,1.0,1094.0,0,0,25.0,Medium
USR11036,MCH7833,0.0,0.0,0.0,1.0,372.08,0,0,25.0,Medium
USR11036,MCH8256,0.0,0.0,0.0,1.0,722.5,0,0,25.0,Medium
USR11036,MCH9344,0.0,0.0,0.0,1.0,738.73,0,0,25.0,Medium
USR11037,MCH4432,1.0,17750.29,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11038,MCH5058,1.0,19084.5,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11042,MCH9379,1.0,5023.4,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR11045,MCH7714,1.0,468.71,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11045,MCH9993,1.0,1694.92,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11047,MCH5721,1.0,6377.89,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11050,MCH1557,1.0,3236.12,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11055,MCH3107,1.0,16009.87,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11057,MCH1594,1.0,19814.27,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11057,MCH7114,0.0,0.0,0.0,1.0,18735.0,0,0,35.0,Medium
USR11058,MCH3989,1.0,20648.08,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11063,MCH4074,1.0,1332.87,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11073,MCH4410,1.0,10603.58,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11076,MCH7833,0.0,0.0,0.0,1.0,694.0,0,0,25.0,Medium
USR11077,MCH5456,0.0,0.0,0.0,1.0,0.0,0,0,25.0,Medium
USR11082,MCH2899,1.0,12052.45,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11084,MCH9019,1.0,11457.09,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11085,MCH7073,0.0,0.0,0.0,1.0,3937.19,0,0,25.0,Medium
USR11090,MCH8336,0.0,0.0,0.0,1.0,1098.78,0,0,25.0,Medium
USR11096,MCH4482,1.0,11446.09,1.0,0.0,0.0,100.0,0.0,12.0,Low
USR11096,MCH8203,1.0,18572.99,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11098,MCH9028,1.0,2858.01,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11103,MCH2321,1.0,6124.71,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11104,MCH8621,1.0,16316.65,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11105,MCH9581,1.0,20579.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11110,MCH5076,0.0,0.0,0.0,1.0,691.4,0,0,25.0,Medium
USR11110,MCH6809,1.0,14741.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
USR11112,MCH8495,1.0,13813.63,0.0,0.0,0.0,0.0,0.0,0.0,Low
