cluster_id,node_type,entity_id
2,user,USR84719
2,merchant,MCH4078
2,user,USR65114
2,user,USR50837
2,merchant,MCH3142
2,user,USR61147
2,user,USR33331
2,merchant,MCH7507
2,user,USR78603
2,user,USR19865
2,user,USR97734
2,merchant,MCH3119
2,merchant,MCH5542
2,user,USR11987
2,merchant,MCH6012
2,merchant,MCH8773
2,user,USR66846
2,user,USR13745
2,merchant,MCH4137
2,merchant,MCH4986
2,user,USR16187
2,merchant,MCH5897
2,merchant,MCH7047
2,user,USR44850
2,user,USR18488
2,user,USR87801
2,user,USR12530
2,user,USR82082
2,user,USR37650
2,merchant,MCH5269
2,user,USR31645
2,user,USR47644
2,user,USR32313
2,merchant,MCH4941
2,user,USR89219
2,user,USR53117
2,merchant,MCH2483
2,user,USR61208
2,user,USR61126
2,user,USR68023
2,user,USR69083
2,merchant,MCH6021
2,merchant,MCH3518
2,user,USR63501
2,user,USR62660
2,merchant,MCH3742
2,user,USR89954
2,user,USR54734
2,user,USR34516
2,user,USR16818
2,user,USR92424
2,user,USR24113
2,user,USR61206
2,user,USR78329
2,user,USR92470
2,user,USR23388
2,merchant,MCH3227
2,user,USR23336
2,merchant,MCH7990
2,user,USR95854
2,user,USR49903
2,user,USR51649
2,user,USR80222
2,user,USR90476
2,merchant,MCH2642
2,user,USR69606
2,user,USR89746
2,user,USR71335
2,merchant,MCH3429
2,user,USR62609
2,user,USR36952
2,user,USR14844
2,user,USR60099
2,user,USR11957
2,user,USR70646
2,merchant,MCH4495
2,merchant,MCH3362
2,user,USR85569
2,user,USR74131
2,user,USR35120
2,user,USR18052
2,user,USR33203
2,user,USR18888
2,merchant,MCH7958
2,merchant,MCH3913
2,user,USR65059
2,user,USR14096
2,user,USR35340
2,user,USR62409
2,user,USR80546
2,merchant,MCH2556
2,user,USR26546
2,user,USR25345
2,user,USR96797
2,merchant,MCH7745
2,user,USR87346
2,merchant,MCH9154
2,user,USR95891
2,user,USR18242
2,user,USR12608
2,user,USR16618
2,merchant,MCH8904
2,user,USR37227
2,user,USR17427
2,user,USR65376
2,user,USR96970
2,user,USR94595
2,user,USR69058
2,user,USR82284
2,user,USR80703
2,merchant,MCH5127
2,user,USR32612
2,user,USR47566
2,user,USR67831
2,merchant,MCH1344
2,user,USR63873
2,user,USR27723
2,user,USR40967
2,user,USR65680
2,merchant,MCH7079
2,user,USR37879
2,merchant,MCH8645
2,merchant,MCH1914
2,user,USR45520
2,user,USR64387
2,user,USR15365
2,user,USR39082
2,user,USR30120
2,merchant,MCH9405
2,user,USR51987
2,user,USR73991
2,merchant,MCH3543
2,user,USR11729
2,user,USR30262
2,user,USR50525
2,user,USR84126
2,user,USR24591
2,merchant,MCH2296
2,user,USR13091
2,user,USR56962
2,user,USR85148
2,user,USR63429
2,user,USR41534
2,user,USR66286
2,merchant,MCH1759
2,merchant,MCH3292
2,merchant,MCH7160
2,user,USR40775
2,user,USR81570
2,user,USR75054
2,user,USR55654
2,user,USR66321
2,merchant,MCH4412
2,merchant,MCH6881
2,merchant,MCH2916
2,user,USR69489
2,user,USR11394
2,user,USR46479
2,user,USR81271
2,user,USR53591
2,user,USR49452
2,merchant,MCH6717
2,user,USR62059
2,user,USR35485
2,merchant,MCH7179
2,user,USR29187
2,user,USR15275
2,user,USR82876
2,user,USR47829
2,user,USR44954
2,merchant,MCH1121
2,user,USR66398
2,user,USR64261
2,user,USR67685
2,user,USR38580
2,user,USR49344
2,user,USR95504
2,user,USR78569
2,user,USR43841
2,user,USR87402
2,user,USR16714
2,user,USR97139
2,user,USR46902
2,user,USR40156
2,user,USR60685
2,user,USR48339
2,user,USR72145
2,user,USR78244
2,user,USR59963
2,user,USR94351
2,merchant,MCH8300
2,user,USR30658
2,user,USR40491
2,user,USR55262
2,user,USR81404
2,user,USR40653
2,merchant,MCH1902
2,user,USR61735
2,user,USR41172
2,merchant,MCH2218
2,merchant,MCH6530
2,user,USR72539
2,user,USR86595
2,user,USR14570
2,merchant,MCH3791
2,user,USR95709
2,user,USR79349
2,user,USR16295
2,user,USR33317
2,user,USR79674
2,user,USR49478
2,merchant,MCH9514
2,user,USR79838
2,user,USR17754
2,merchant,MCH3368
2,merchant,MCH2464
2,user,USR15232
2,user,USR51828
2,user,USR85423
2,user,USR73287
2,user,USR20127
2,user,USR74369
2,user,USR17472
2,user,USR26847
2,user,USR26337
2,user,USR32722
2,user,USR71823
2,user,USR19606
2,user,USR94850
2,user,USR79924
2,user,USR62684
2,merchant,MCH2857
2,merchant,MCH9855
2,user,USR37559
2,user,USR40785
2,merchant,MCH5057
2,user,USR58373
2,user,USR71564
2,user,USR30431
2,merchant,MCH5148
2,merchant,MCH7600
2,user,USR43343
2,user,USR94645
2,merchant,MCH7845
2,user,USR48157
2,merchant,MCH1037
2,user,USR86397
2,merchant,MCH6470
2,user,USR53338
2,user,USR45944
2,user,USR52956
2,user,USR89557
2,user,USR32447
2,merchant,MCH9923
2,user,USR56390
2,user,USR19885
2,user,USR91570
2,user,USR39287
2,user,USR85481
2,merchant,MCH2311
2,merchant,MCH1625
2,user,USR43788
2,user,USR99449
2,user,USR78285
2,user,USR94381
2,merchant,MCH8631
2,merchant,MCH9669
2,user,USR62183
2,merchant,MCH1769
2,user,USR61316
2,user,USR89252
2,user,USR92745
2,user,USR15485
2,user,USR30149
2,user,USR16401
2,merchant,MCH6201
2,user,USR93025
2,user,USR82521
2,user,USR15385
2,user,USR76117
2,user,USR25121
2,merchant,MCH9044
2,merchant,MCH9521
2,user,USR69015
2,user,USR49396
2,merchant,MCH5170
2,merchant,MCH7306
2,user,USR50207
2,merchant,MCH3618
2,merchant,MCH9363
2,user,USR80421
2,merchant,MCH1949
2,user,USR68660
2,merchant,MCH2274
2,user,USR61364
2,user,USR14125
2,user,USR26543
2,merchant,MCH8625
2,user,USR99871
2,user,USR35671
2,merchant,MCH1528
2,user,USR28394
2,merchant,MCH7162
2,user,USR20828
2,user,USR71438
2,merchant,MCH4047
2,user,USR91283
2,user,USR96140
2,user,USR40246
2,user,USR39627
2,user,USR78508
2,user,USR43944
2,user,USR67967
2,user,USR73020
2,user,USR48423
2,merchant,MCH7037
2,user,USR45006
2,user,USR45353
2,user,USR88410
2,merchant,MCH6399
2,user,USR12132
2,user,USR26175
2,user,USR65235
2,user,USR53908
2,user,USR31499
2,user,USR84878
2,merchant,MCH6846
2,merchant,MCH5658
2,user,USR47350
2,merchant,MCH7491
2,user,USR77018
2,user,USR32111
2,user,USR27557
2,user,USR70415
2,user,USR82788
2,user,USR73279
2,merchant,MCH9490
2,user,USR70905
2,merchant,MCH6474
2,user,USR51506
2,user,USR95875
2,user,USR24491
2,merchant,MCH4789
2,user,USR57073
2,user,USR24020
2,user,USR91694
2,user,USR28966
2,user,USR68286
2,user,USR40254
2,user,USR49817
2,user,USR79207
2,user,USR35197
2,user,USR60950
2,merchant,MCH7829
2,user,USR27968
2,user,USR84576
2,user,USR17377
2,user,USR32039
2,user,USR10006
2,user,USR75789
2,merchant,MCH2789
2,user,USR64879
2,user,USR51742
2,merchant,MCH7269
2,user,USR34203
2,user,USR93259
2,user,USR91555
2,merchant,MCH5099
2,user,USR69162
2,merchant,MCH1282
2,user,USR25105
2,user,USR45124
2,user,USR20121
2,user,USR96497
2,merchant,MCH8154
2,user,USR58335
2,user,USR51393
2,user,USR32003
2,user,USR70764
2,user,USR80872
2,user,USR63097
2,merchant,MCH6129
2,user,USR11526
2,user,USR68502
2,user,USR81509
2,user,USR97772
2,user,USR34328
2,merchant,MCH9788
2,user,USR51316
2,user,USR82542
2,user,USR75133
2,user,USR42248
2,merchant,MCH8938
2,merchant,MCH6677
2,user,USR45066
2,user,USR87274
2,user,USR45893
2,user,USR18769
2,merchant,MCH9912
2,user,USR71972
2,user,USR71282
2,user,USR88880
2,merchant,MCH9227
2,merchant,MCH3352
2,merchant,MCH6105
2,user,USR32962
2,user,USR53009
2,user,USR72422
2,user,USR61111
2,user,USR56017
2,merchant,MCH4235
2,user,USR40493
2,user,USR48875
2,user,USR96958
2,user,USR51039
2,user,USR65683
2,user,USR35239
2,user,USR77163
2,merchant,MCH1428
2,user,USR88750
2,user,USR10610
2,user,USR28924
2,user,USR14398
2,user,USR86682
2,user,USR37810
2,user,USR27928
2,user,USR21916
2,user,USR86500
2,user,USR41880
2,user,USR84590
2,user,USR30987
2,user,USR33070
2,user,USR55105
2,user,USR94631
2,user,USR87552
2,user,USR12579
2,user,USR57996
2,user,USR25289
2,user,USR29785
2,user,USR13758
2,user,USR14471
2,user,USR19321
2,user,USR16037
2,user,USR33273
2,user,USR96430
2,user,USR56171
2,user,USR29580
2,user,USR10111
2,user,USR15577
2,user,USR44569
2,user,USR48892
2,user,USR50902
2,user,USR58147
2,user,USR83578
2,merchant,MCH7707
2,user,USR53013
2,user,USR67191
2,user,USR27445
2,user,USR84499
2,user,USR80969
2,merchant,MCH5352
2,user,USR79986
2,user,USR97197
2,user,USR22531
2,user,USR29306
2,merchant,MCH8049
2,merchant,MCH8122
2,user,USR20364
2,user,USR95647
2,merchant,MCH7724
2,user,USR90893
2,user,USR91508
2,user,USR62228
2,user,USR13306
2,user,USR77467
2,merchant,MCH2378
2,user,USR91799
2,merchant,MCH1371
2,user,USR74567
2,user,USR55979
2,merchant,MCH7524
2,user,USR46725
2,user,USR93148
2,user,USR25429
2,merchant,MCH7267
2,user,USR80485
2,user,USR68792
2,user,USR77970
2,merchant,MCH2558
2,user,USR46752
2,user,USR15102
2,user,USR52806
2,user,USR84409
2,merchant,MCH4065
2,user,USR63033
2,merchant,MCH7969
2,user,USR94536
2,user,USR22492
2,user,USR91665
2,merchant,MCH7425
2,user,USR24673
2,user,USR27393
2,user,USR57254
2,user,USR57040
2,user,USR95172
2,user,USR14910
2,merchant,MCH4912
2,user,USR52501
2,user,USR34217
2,user,USR45276
2,user,USR99374
2,user,USR39684
2,merchant,MCH6357
2,user,USR87803
2,user,USR28605
2,user,USR77056
2,user,USR11602
2,merchant,MCH5518
2,user,USR55109
2,user,USR40130
2,merchant,MCH7670
2,merchant,MCH8399
2,user,USR18374
2,user,USR33828
2,user,USR53178
2,user,USR67045
2,user,USR28623
2,user,USR35757
2,user,USR58816
2,user,USR33281
2,user,USR27755
2,user,USR80851
2,user,USR89520
2,merchant,MCH2722
2,user,USR52534
2,user,USR37355
2,user,USR53253
2,user,USR23075
2,user,USR64172
2,user,USR39439
2,merchant,MCH1936
2,merchant,MCH3656
2,user,USR70795
2,user,USR76570
2,user,USR14506
2,user,USR52377
2,merchant,MCH5918
2,user,USR35518
2,user,USR59225
2,user,USR78462
2,user,USR16276
2,user,USR30844
2,user,USR91322
2,user,USR18520
2,user,USR11110
2,user,USR20378
2,user,USR31545
2,user,USR28500
2,merchant,MCH2216
2,merchant,MCH9770
2,user,USR55167
2,user,USR94089
2,user,USR20391
2,user,USR95576
2,user,USR13054
2,user,USR25470
2,user,USR27443
2,merchant,MCH7728
2,user,USR25062
2,user,USR26780
2,user,USR10082
2,merchant,MCH2358
2,user,USR29467
2,user,USR82359
2,user,USR45487
2,user,USR29949
2,user,USR28643
2,user,USR19690
2,user,USR37171
2,user,USR75241
2,user,USR97215
2,user,USR90944
2,user,USR31418
2,user,USR34204
2,user,USR29373
2,user,USR88570
2,user,USR64919
2,merchant,MCH8776
2,merchant,MCH2059
2,merchant,MCH7408
2,user,USR87460
2,user,USR76735
2,user,USR89443
2,user,USR54113
2,user,USR26581
2,user,USR21549
2,user,USR83150
2,user,USR66282
2,user,USR36166
2,user,USR56234
2,user,USR55725
2,merchant,MCH8191
2,user,USR29895
2,user,USR27405
2,user,USR95939
2,user,USR22172
2,user,USR64276
2,user,USR84643
2,merchant,MCH6890
2,user,USR98367
2,user,USR43196
2,user,USR68186
2,merchant,MCH5133
2,user,USR74998
2,user,USR92782
2,user,USR66974
2,user,USR67621
2,user,USR52335
2,user,USR75846
2,user,USR32162
2,user,USR18724
2,user,USR63381
2,user,USR23392
2,user,USR69630
2,user,USR74813
2,user,USR93984
2,user,USR15565
2,user,USR26821
2,user,USR13165
2,user,USR95670
2,user,USR73321
2,merchant,MCH7382
2,user,USR33170
2,user,USR43004
2,merchant,MCH7174
2,user,USR50317
2,user,USR37536
2,user,USR78822
2,user,USR44295
2,user,USR68915
2,user,USR74311
2,user,USR20193
2,merchant,MCH3585
2,user,USR35882
2,merchant,MCH9946
2,user,USR88833
2,user,USR20196
2,user,USR65253
2,merchant,MCH5879
2,user,USR12813
2,user,USR72825
2,user,USR53388
2,user,USR50776
2,user,USR69540
2,user,USR72135
2,user,USR62513
2,user,USR25559
2,user,USR46576
2,user,USR96702
2,user,USR39487
2,merchant,MCH3474
2,user,USR22094
2,user,USR71348
2,user,USR91452
2,user,USR87658
2,user,USR69904
2,merchant,MCH8451
2,merchant,MCH2266
2,user,USR69511
2,user,USR68564
2,user,USR96307
2,merchant,MCH1683
2,merchant,MCH9194
2,user,USR13229
2,user,USR14840
2,merchant,MCH1560
2,merchant,MCH7085
2,user,USR25717
2,user,USR88669
2,user,USR67876
2,user,USR64878
2,user,USR96577
2,user,USR85225
2,user,USR21591
2,user,USR22883
2,merchant,MCH4919
2,merchant,MCH3403
2,user,USR62613
2,merchant,MCH4680
2,merchant,MCH7503
2,merchant,MCH5757
2,user,USR30856
2,user,USR50648
2,merchant,MCH8465
2,user,USR47850
2,user,USR51748
2,user,USR70003
2,user,USR71845
2,merchant,MCH1072
2,merchant,MCH6245
2,user,USR74013
2,user,USR31804
2,user,USR39829
2,user,USR79181
2,user,USR13777
2,user,USR99568
2,merchant,MCH7650
2,merchant,MCH9675
2,user,USR98075
2,user,USR81518
2,user,USR15230
2,merchant,MCH2446
2,user,USR34592
2,user,USR83176
2,user,USR28124
2,user,USR48769
2,user,USR49707
2,user,USR82155
2,merchant,MCH8076
2,merchant,MCH5013
2,user,USR64778
2,merchant,MCH1737
2,user,USR39076
2,user,USR41558
2,user,USR55986
2,user,USR76029
2,user,USR49683
2,user,USR29783
2,user,USR46492
2,merchant,MCH6812
2,merchant,MCH9867
2,user,USR12116
2,user,USR42895
2,merchant,MCH7438
2,user,USR19891
2,user,USR83331
2,merchant,MCH6520
2,user,USR17197
2,merchant,MCH1419
2,merchant,MCH5770
2,merchant,MCH6889
2,user,USR58082
2,user,USR15316
2,merchant,MCH2977
2,user,USR71660
2,user,USR56665
2,user,USR28772
2,user,USR61715
2,user,USR45829
2,user,USR46289
2,user,USR50427
2,user,USR35289
2,merchant,MCH3575
2,user,USR78291
2,user,USR15167
2,user,USR92639
2,user,USR96267
2,user,USR52329
2,merchant,MCH8186
2,user,USR58186
2,user,USR54853
2,user,USR25534
2,merchant,MCH4490
2,user,USR69706
2,user,USR72703
2,user,USR55724
2,user,USR85277
2,merchant,MCH4758
2,user,USR30787
2,user,USR99245
2,user,USR69201
2,user,USR63454
2,user,USR13033
2,user,USR28601
2,user,USR14739
2,user,USR98121
2,merchant,MCH7099
2,merchant,MCH3324
2,user,USR43241
2,user,USR97472
2,user,USR49896
2,user,USR34053
2,user,USR16442
2,merchant,MCH1495
2,user,USR16896
2,merchant,MCH9068
2,merchant,MCH6454
2,user,USR66293
2,user,USR34488
2,user,USR67862
2,user,USR79252
2,user,USR12048
2,merchant,MCH3861
2,user,USR72952
2,user,USR58244
2,user,USR61951
2,merchant,MCH2566
2,merchant,MCH5828
2,merchant,MCH4246
2,merchant,MCH1494
2,user,USR31366
2,merchant,MCH6269
2,user,USR34763
2,user,USR32599
2,merchant,MCH5837
2,merchant,MCH8139
2,user,USR30439
2,user,USR92285
2,user,USR99493
2,merchant,MCH2694
2,user,USR57227
2,user,USR56490
2,user,USR88576
2,merchant,MCH2337
2,user,USR93757
2,user,USR48106
2,user,USR92706
2,user,USR28672
2,user,USR88987
2,user,USR74071
2,merchant,MCH5904
2,user,USR90902
2,user,USR12993
2,user,USR93969
2,user,USR60111
2,merchant,MCH2447
2,user,USR11264
2,user,USR69450
2,user,USR91996
2,user,USR14131
2,user,USR58929
2,user,USR68949
2,user,USR65034
2,user,USR69350
2,user,USR11943
2,user,USR81159
2,merchant,MCH5076
2,user,USR46124
2,merchant,MCH5969
2,user,USR69175
2,user,USR21209
2,user,USR39800
2,user,USR84211
2,user,USR31537
2,user,USR62218
2,merchant,MCH7134
2,user,USR73891
2,user,USR46724
2,user,USR67333
2,user,USR40907
2,user,USR49473
2,merchant,MCH6032
2,merchant,MCH9481
2,user,USR98247
2,user,USR68623
2,user,USR26558
2,merchant,MCH9059
2,merchant,MCH1513
2,merchant,MCH2176
2,user,USR47523
2,user,USR64154
2,user,USR99576
2,user,USR34889
2,user,USR83737
2,user,USR23255
2,merchant,MCH3687
2,merchant,MCH3177
2,user,USR31331
2,user,USR10453
2,user,USR64216
2,user,USR80157
2,user,USR33810
2,user,USR49962
2,user,USR89295
2,user,USR39730
2,merchant,MCH5635
2,user,USR39597
2,merchant,MCH7522
2,user,USR73818
2,user,USR27888
2,user,USR94094
2,user,USR41631
2,user,USR91045
2,user,USR37368
2,merchant,MCH1071
2,user,USR34378
2,user,USR60913
2,user,USR44433
2,merchant,MCH5472
2,user,USR48023
2,user,USR87307
2,user,USR78224
2,merchant,MCH9632
2,user,USR65739
2,merchant,MCH3308
2,user,USR74374
2,merchant,MCH2433
2,user,USR96074
2,user,USR70324
2,merchant,MCH3651
2,user,USR29415
2,merchant,MCH8827
2,user,USR83126
2,user,USR80303
2,user,USR79374
2,user,USR88695
2,merchant,MCH7687
2,merchant,MCH2441
2,user,USR66773
2,merchant,MCH2637
2,merchant,MCH6351
2,merchant,MCH7985
2,user,USR69029
2,user,USR22073
2,user,USR32424
2,user,USR91715
2,merchant,MCH9848
2,user,USR85675
2,user,USR91599
2,user,USR99698
2,user,USR12475
2,user,USR41508
2,user,USR34540
2,user,USR14987
2,merchant,MCH6488
2,user,USR84447
2,user,USR32004
2,user,USR87982
2,user,USR61576
2,user,USR68278
2,merchant,MCH8180
2,merchant,MCH6469
2,merchant,MCH7351
2,user,USR17031
2,merchant,MCH8083
2,user,USR69793
2,user,USR30344
2,user,USR77385
2,user,USR28407
2,user,USR83343
2,user,USR16744
2,user,USR58872
2,user,USR69621
2,user,USR99570
2,merchant,MCH7439
2,merchant,MCH3992
2,user,USR63230
2,user,USR33656
2,merchant,MCH5528
2,user,USR10902
2,merchant,MCH2383
2,user,USR14428
2,user,USR63578
2,user,USR63150
2,user,USR79460
2,merchant,MCH8540
2,user,USR40162
2,user,USR97070
2,merchant,MCH9240
2,user,USR43342
2,user,USR58825
2,user,USR54891
2,user,USR78683
2,user,USR52880
2,user,USR51906
2,user,USR28293
2,user,USR22103
2,user,USR48697
2,user,USR92805
2,user,USR67270
2,user,USR58979
2,user,USR12556
2,user,USR31599
2,user,USR74947
2,user,USR49053
2,user,USR84334
2,user,USR32081
2,user,USR63300
2,user,USR54727
2,user,USR67001
2,user,USR95238
2,user,USR94333
2,user,USR84473
2,user,USR10191
2,user,USR11857
2,user,USR19303
2,user,USR94970
2,merchant,MCH4663
2,user,USR35438
2,merchant,MCH5082
2,merchant,MCH6056
2,user,USR24085
2,user,USR12602
2,merchant,MCH7392
2,merchant,MCH3016
2,merchant,MCH7622
2,user,USR86955
2,user,USR30489
2,merchant,MCH3026
2,user,USR52183
2,user,USR65914
2,user,USR28807
2,user,USR80710
2,user,USR74134
2,merchant,MCH8004
2,merchant,MCH8396
2,user,USR29089
2,user,USR98093
2,user,USR74389
2,user,USR10143
2,user,USR42092
2,merchant,MCH5276
2,user,USR60466
2,user,USR21986
2,user,USR38414
2,user,USR11291
2,merchant,MCH1966
2,merchant,MCH5877
2,merchant,MCH8877
2,user,USR71890
2,user,USR23149
2,user,USR49318
2,merchant,MCH3253
2,user,USR75984
2,user,USR34212
2,merchant,MCH1757
2,merchant,MCH1646
2,user,USR98572
2,user,USR48089
2,user,USR59803
2,user,USR38370
2,user,USR60269
2,user,USR41854
2,user,USR88250
2,user,USR29523
2,user,USR46592
2,user,USR68277
2,merchant,MCH9998
2,merchant,MCH7974
2,user,USR48549
