txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status
TXN00018531,03-28-2026 02:03:50 PM,USR10382,MCH6531,1117.86,UTR1337068770,7011,COMPLETED
TXN00015541,03-26-2026 08:34:47 AM,USR10385,MCH6061,Rs. 10400.56,UTR7641491823,5912,COMPLETED
TXN00018732,14-03-26 0:46,USR10391,MCH2155,21550.55,UTR6058700003,5812,Success
TXN00008527,01-01-26 0:27,USR10393,MCH6824,"₹11,108.38",UTR4833258881,,S
TXN00007142,02-02-26,USR10396,MCH7606,"₹3,323.03",UTR0027425637,5812,S
TXN00002879,20-01-26 12:19,USR10400,MCH6778,"₹14,782.35",UTR3445030043,5912,TXN_SUCCESS
TXN00004883,07-01-26 13:21,USR10400,MCH2258,"₹20,025.46",UTR2497677446,5812,COMPLETED
TXN00005546,22-03-26 11:15,USR10402,MCH1041,1891.22,UTR0949239850,7011,COMPLETED
TXN00005797,09-02-26 0:04,USR10402,MCH1519,3402.29,UTR8533409595,5411,SUCCESS
TXN00012411,04-01-26 22:13,USR10411,MCH9623,Rs. 16376.64,UTR7608146455,7011,PROCESSING
TXN00003819,26-01-26 9:28,USR10415,MCH1424,"₹20,519.20",UTR5039003721,4131,S
TXN00013324,24-01-26 19:16,USR10421,MCH3852,11190.02,UTR6731273807,5411,S
TXN00000081,05-01-26 10:46,USR10422,MCH1782,21578.95,UTR 8174708540,4131,TXN_SUCCESS
TXN00003726,10-02-26,USR10428,MCH6133,"₹23,216.48",UTR3961219930,7011,COMPLETED
TXN00010804,16-01-26 23:55,USR10435,MCH5412,23559.16,UTR9460243994,5411,COMPLETED
TXN00004574,25-03-26 14:23,USR10436,MCH6944,"₹18,953.43",UTR2696128086,5812,SUCCESS
TXN00000634,22-01-26 15:26,USR10437,MCH2642,13307.52,UTR2142755678,5812,SUCCESS
TXN00011768,26-01-26 22:00,USR10440,MCH5971,"₹1,314.10",UTR8896203518,5411,Success
TXN00004960,20-02-26 5:12,USR10441,MCH9322,18736.74,UTR 6915758223,,Success
TXN00009200,01-04-26 13:33,USR10446,MCH1703,"₹14,268.33",UTR7801406780,7011,COMPLETED
TXN00009200,01-04-26 13:33,USR10446,MCH1703,"₹14,268.33",UTR7801406780,7011,COMPLETED
TXN00002300,27-01-26 16:02,USR10448,MCH2850,8478.13,UTR1911377180,,S
TXN00016465,11-03-26,USR10449,MCH2231,"₹5,619.77",UTR7439941827,5411,TXN_SUCCESS
TXN00014702,16-01-26 0:32,USR10452,MCH7985,INR 310,UTR3315542447,5411,COMPLETED
TXN00012252,1767567785,USR10453,MCH8231,19466.04,UTR3343880396,5411,COMPLETED
TXN00008032,03-25-2026 12:48:16 PM,USR10459,MCH7215,"₹16,058.82",UTR5082773716,5912,S
TXN00017718,14-02-26 18:06,USR10465,MCH5467,"8,173.69",UTR9907042518,5812,COMPLETED
TXN00011332,28-01-26 8:46,USR10471,MCH9141,3515.72,UTR5943994340,,TXN_SUCCESS
TXN00019664,13-02-26 9:47,USR10473,MCH5871,"₹9,522.90",UTR5548078287,5912,Declined
TXN00008026,23-03-26 9:53,USR10478,MCH2307,"INR 10,158",UTR4384347067,5411,TXN_SUCCESS
TXN00015123,01-01-26 3:54,USR10484,MCH1361,12842.92,UTR3874079338,5411,TXN_SUCCESS
TXN00014898,02-16-2026 09:34:51 AM,USR10485,MCH4363,4011.6,,5812,Success
TXN00004644,10-01-26 0:55,USR10487,MCH2491,Rs. 3300.86,UTR3128340310,5411,SUCCESS
TXN00017768,17-02-26 22:12,USR10490,MCH5988,19209.22,UTR9101760691,4131,SUCCESS
TXN00014674,24-03-26 22:03,USR10495,MCH2698,19795.4,UTR5684868993,5912,TXN_SUCCESS
TXN00012037,22-03-26 6:30,USR10497,MCH5004,5964.18,UTR9314020962,4131,SUCCESS
TXN00002632,09-01-26 7:29,USR10503,MCH2752,17599.39,UTR2601143523,7011,TXN_SUCCESS
TXN00010562,01-19-2026 08:24:49 PM,USR10504,MCH5637,23956.7,UTR5229196610,5812,TXN_SUCCESS
TXN00010375,14-01-26 8:00,USR10504,MCH2979,"₹24,937.87",UTR6356839556,5812,TXN_SUCCESS
TXN00019945,21-01-26 18:25,USR10508,MCH1785,"₹10,901.63",,,TXN_SUCCESS
TXN00004751,08-03-26 0:28,USR10525,MCH9247,8537.7,UTR4975613994,5912,S
TXN00003293,02-22-2026 05:43:35 PM,USR10529,MCH3199,9741.23,UTR7769209800,5812,S
TXN00016098,14-03-26 21:19,USR10533,MCH5193,"₹9,772.11",UTR7173892379,5812,S
TXN00014825,19-03-26 10:23,USR10535,MCH7733,Rs. 9842.27,UTR9464624760,5411,S
TXN00012172,06-02-26 23:38,USR10549,MCH8898,21986.64,UTR6249071741,7011,Success
TXN00008737,02-03-26 7:02,USR10560,MCH4646,9783.4,UTR8975330634,5812,COMPLETED
TXN00004502,03-10-26 22:45,USR10561,MCH4449,12847.56,UTR5301719751,,Fail
TXN00017423,02-09-26 18:55,USR10563,MCH7182,7395.86,UTR0644420365,5912,S
TXN00016304,15-03-26 18:09,USR10564,MCH5529,"₹8,498.56",UTR1188763260,5411,SUCCESS
TXN00013989,11-02-26 23:48,USR10565,MCH9445,2991.3,UTR5591931267,5411,S
TXN00017193,23-01-26 10:11,USR10569,MCH4362,8818.59,UTR 7024414947,5411,Success
TXN00017193,23-01-26 10:11,USR10569,MCH4362,8818.59,UTR 7024414947,5411,Success
TXN00017930,13-03-26 22:41,USR10571,MCH8136,"₹21,343.86",UTR2262935896,5912,Fail
TXN00017132,06-02-26 8:58,USR10572,MCH9825,"5,582.21",UTR0421055191,5912,Success
TXN00014481,05-01-26 6:23,USR10572,MCH1301,2022.11,,5812,SUCCESS
TXN00012354,24-01-26 7:25,USR10578,MCH2392,"INR 8,187",UTR6180319315,5912,S
TXN00017455,11-03-26 14:16,USR10579,MCH9321,Rs. 7969.22,UTR2241893072,7011,COMPLETED
TXN00013909,26-02-26,USR10579,MCH8202,21404.69,UTR7470729624,4131,Success
TXN00012960,06-01-26 19:41,USR10591,MCH6720,Rs. 24954.97,UTR 3924129620,,TXN_SUCCESS
TXN00019258,11-01-26,USR10593,MCH6996,958.38,UTR 0773724630,5812,S
TXN00018082,02-25-2026 12:25:31 AM,USR10599,MCH7622,11699.73,UTR1051108728,5912,TXN_SUCCESS
TXN00008301,04-03-26 14:08,USR10603,MCH4367,-19709,UTR9705337533,5812,S
TXN00001982,28-02-26 18:44,USR10610,MCH7989,20068.06,UTR1379128091,7011,Success
TXN00011258,13-01-26 4:04,USR10614,MCH6162,Rs. 9427.12,UTR1893681785,5411,TXN_SUCCESS
TXN00002146,15-03-26,USR10621,MCH4079,20542.71,UTR2625111089,5411,Success
TXN00016716,10-01-26 1:23,USR10624,MCH4301,"₹23,177.46",UTR1787669691,,SUCCESS
TXN00018140,01-01-26 13:52,USR10627,MCH2979,22398.77,UTR1682830229,,TXN_SUCCESS
TXN00011767,10-02-26 1:03,USR10632,MCH7796,6432.08,UTR5739735011,5411,Success
TXN00018156,27-02-26 16:54,USR10637,MCH7886,10809.86,UTR1260854485,5912,Fail
TXN00006790,03-03-26 12:50,USR10643,MCH9600,13768.13,UTR7404099180,,S
TXN00014975,02-10-26 2:39,USR10647,MCH6894,Rs. 1068.32,UTR5225937199,5912,S
TXN00000274,12-03-26 20:51,USR10648,MCH3509,22831.88,UTR0005956579,,Pending
TXN00005668,15-03-26 0:50,USR10649,MCH8252,20863.11,UTR1004012990,,S
TXN00016809,25-03-26 4:57,USR10649,MCH7962,18085.02,UTR9936251806,5411,COMPLETED
TXN00005357,25-01-26 1:32,USR10651,MCH5726,4237.36,UTR9834334900,4131,COMPLETED
TXN00015937,05-01-26 22:44,USR10652,MCH9079,"₹9,279.38",UTR5113444213,4131,Success
TXN00008242,03-03-26 23:51,USR10662,MCH1239,"₹16,936.77",UTR2536860537,5411,S
TXN00000507,14-01-26 0:55,USR10662,MCH4872,22774.07,UTR3627128821,5411,S
TXN00016453,23-02-26 8:03,USR10667,MCH4367,550.83,UTR9627317784,7011,TXN_SUCCESS
TXN00014085,03-02-26 1:47,USR10673,MCH9990,4680.93,UTR7699684709,5912,SUCCESS
TXN00016464,02-26-2026 09:44:38 AM,USR10674,MCH8332,17436.98,UTR4813016786,5812,COMPLETED
TXN00004782,13-01-26 22:15,USR10692,MCH9264,"₹4,686.24",UTR2878382575,,COMPLETED
TXN00012727,01-03-26 23:01,USR10698,MCH9761,Rs. 20288.21,UTR2598320880,5411,Success
TXN00010364,02-02-26 18:03,USR10705,MCH9200,21693.96,UTR2454682705,,S
TXN00007084,02-23-2026 06:54:56 AM,USR10716,MCH6386,12109.77,UTR5200819901,5411,S
TXN00006493,04-03-26 11:02,USR10730,MCH2354,"₹10,276.30",,,COMPLETED
TXN00013605,06-01-26 6:50,USR10731,MCH5590,INR 471,,5411,TXN_SUCCESS
TXN00008653,18-03-26 8:22,USR10736,MCH5650,5702.18,,5912,S
TXN00001032,12-01-26 18:04,USR10743,MCH6581,"₹14,910.78",UTR4683021838,4131,Success
TXN00003454,23-01-26 20:48,USR10746,MCH7171,9334.33,UTR3244026261,5912,Pending
TXN00014942,04-02-26 13:36,USR10749,MCH6860,5035.08,UTR0163397265,7011,Success
TXN00013173,03-03-26 4:15,USR10758,MCH1675,9689.46,UTR4774638102,7011,Success
TXN00017092,18-02-26 4:42,USR10761,MCH3623,17079.42,UTR1372345556,5411,TXN_SUCCESS
TXN00008146,11-01-26 17:08,USR10766,MCH9448,Rs. 564.85,UTR9339921919,4131,SUCCESS
TXN00013736,07-03-26 20:33,USR10769,MCH1532,"INR 4,657",UTR4695534587,5411,Success
TXN00018462,12-03-26 17:01,USR10770,MCH9767,"20,145.34",UTR2002265749,4131,Success
TXN00002298,30-01-26,USR10773,MCH8127,927.67,UTR4233613486,5411,S
TXN00014325,04-03-26,USR10778,MCH4450,"₹24,672.72",UTR 7281021497,,COMPLETED
TXN00014569,14-01-26 0:51,USR10783,MCH6000,"INR 19,285",UTR2887035088,5411,Pending
TXN00012578,10-03-26 5:10,USR10789,MCH6745,"INR 13,546",UTR4641831820,4131,S
TXN00013540,01-02-26 8:38,USR10796,MCH8269,"₹7,611.52",UTR3347452429,,SUCCESS
TXN00010792,01-19-2026 06:53:44 AM,USR10800,MCH6190,"8,480.02",UTR4578843598,5812,COMPLETED
TXN00008720,12-02-26 18:21,USR10802,MCH8012,12397.97,UTR6681615145,5411,S
TXN00007699,03-07-26 17:19,USR10802,MCH7618,8606.05,UTR7274234099,5411,COMPLETED
TXN00008261,12-01-26 14:48,USR10818,MCH4613,2149.13,UTR8540044939,5912,S
TXN00017141,30-01-26 20:17,USR10819,MCH7841,17498.72,UTR7765753968,5411,Success
TXN00006473,04-03-26 11:13,USR10820,MCH8014,16191.52,UTR4315855703,5912,SUCCESS
TXN00010472,03-02-26 19:46,USR10822,MCH4662,21326.81,UTR9893871362,,COMPLETED
TXN00011580,01-13-2026 10:43:23 AM,USR10824,MCH8134,"₹20,277.43",,7011,SUCCESS
TXN00002657,1769248310,USR10827,MCH3974,20556.28,UTR9863897564,5411,SUCCESS
TXN00009405,23-03-26 18:56,USR10827,MCH5121,4186.69,UTR8558856952,5411,Success
TXN00001192,23-02-26 17:25,USR10832,MCH1114,14558.44,,5411,SUCCESS
TXN00005055,08-02-26 22:13,USR10833,MCH1735,"10,911.79",UTR 4674470456,5812,PENDING
TXN00006529,19-02-26 8:30,USR10834,MCH7638,"₹9,140.52",UTR5051600674,5411,COMPLETED
TXN00018605,03-20-2026 06:36:47 PM,USR10841,MCH9858,8135.43,UTR 4385435481,5912,TXN_SUCCESS
TXN00017425,1772291330,USR10846,MCH5621,9286.11,UTR1810235143,,COMPLETED
TXN00008671,09-03-26 18:09,USR10851,MCH4016,"₹23,679.79",UTR7050346770,5411,SUCCESS
TXN00005861,09-02-26 3:57,USR10853,MCH4735,11390.32,UTR8627891814,7011,S
TXN00000965,15-02-26 15:53,USR10854,MCH4650,7224.46,UTR6727825844,5411,FAILED
TXN00012833,10-02-26 3:18,USR10859,MCH2915,"9,338.89",UTR 1924871195,4131,Success
TXN00006419,03-23-2026 09:55:53 AM,USR10881,MCH7729,Rs. 19050.74,UTR6007647585,7011,S
TXN00014011,23-02-26 1:47,USR10881,MCH4492,"INR 20,779",UTR8550306560,7011,Success
TXN00001914,24-01-26,USR10888,MCH4792,"9,214.06",UTR1546937413,5411,Success
TXN00014943,26-03-26 18:25,USR10897,MCH9042,3119.34,UTR3073664450,,Fail
TXN00012009,31-01-26 11:01,USR10897,MCH9623,"₹11,229.40",UTR8724218727,5912,Pending
TXN00000711,09-03-26 16:36,USR10902,MCH4705,19008.09,UTR 3658672022,5411,COMPLETED
TXN00009585,13-01-26 19:06,USR10902,MCH4220,Rs. 23595.28,UTR8218503155,5912,Success
TXN00014557,06-02-26 11:33,USR10906,MCH7570,"12,469.24",UTR1727331728,5812,S
TXN00000394,01-26-2026 05:58:04 PM,USR10911,MCH2175,"INR 19,413",UTR9218357660,,F
TXN00012292,24-01-26 21:35,USR10914,MCH6978,"INR 10,264",UTR1756776618,,SUCCESS
TXN00002688,14-02-26 10:28,USR10915,MCH7454,10346.93,UTR7849649592,4131,S
TXN00014272,02-11-26 22:48,USR10918,MCH6566,10564.57,UTR9413897382,7011,S
TXN00015316,19-03-26 5:14,USR10923,MCH9944,20956.02,,4131,TXN_SUCCESS
TXN00006551,05-02-26 6:32,USR10928,MCH2496,8359.28,UTR0368891416,5912,SUCCESS
TXN00011208,24-02-26 5:45,USR10932,MCH7451,5715.99,UTR6785889132,5812,SUCCESS
TXN00003046,29-01-26 4:14,USR10937,MCH2415,"₹17,616.82",UTR8035874229,5411,COMPLETED
TXN00012873,06-03-26 2:45,USR10949,MCH9293,"₹9,285.64",UTR 4012977675,5411,Success
TXN00001285,07-01-26 21:51,USR10951,MCH1704,"INR 8,168",UTR6688257952,5912,Success
TXN00019073,28-02-26 18:15,USR10959,MCH8872,"INR 8,511",UTR7737622698,7011,TXN_SUCCESS
TXN00011426,03-13-2026 11:39:43 PM,USR10959,MCH3441,9132.49,UTR5719503330,5411,S
TXN00003057,26-02-26 2:06,USR10963,MCH2004,15094.89,,4131,F
TXN00014915,18-03-26 20:59,USR10971,MCH9583,"₹9,809.28",UTR0439678385,5411,S
TXN00013020,22-03-26 10:23,USR10973,MCH4591,24429.8,UTR6488124463,5812,SUCCESS
TXN00004653,17-02-26 9:13,USR10974,MCH6749,11892.14,UTR2026215441,5411,S
TXN00004421,07-03-26 2:50,USR10975,MCH8263,2469.62,UTR0506165263,4131,Fail
TXN00006963,01-08-26 2:40,USR10993,MCH6714,23843.05,UTR7342609159,5411,Success
TXN00016825,13-02-26 16:47,USR10994,MCH8993,12779.81,UTR9383550854,5912,SUCCESS
TXN00006344,24-03-26 17:53,USR10996,MCH6333,20614.68,UTR 1922479040,5411,Success
TXN00005111,30-01-26 20:33,USR10999,MCH6280,24252.16,UTR2197714605,5812,SUCCESS
TXN00016541,02-01-26 5:04,USR11003,MCH5456,₹666.86,UTR 5594634675,,TXN_SUCCESS
TXN00017459,25-02-26 2:17,USR11003,MCH9042,1632.02,UTR5404179895,4131,TXN_FAILED
TXN00007589,17-03-26 2:38,USR11006,MCH8671,-13051.34,UTR 6084358354,5411,TXN_FAILED
TXN00016479,20-01-26,USR11010,MCH3308,"₹10,615.18",UTR 9807313605,5912,PENDING
TXN00012668,15-02-26 11:36,USR11030,MCH8350,"₹18,963.56",UTR5420843834,5812,TXN_FAILED
TXN00000191,03-08-26 1:10,USR11035,MCH7607,Rs. 2336.64,UTR1627347149,4131,SUCCESS
TXN00010760,26-01-26 22:59,USR11037,MCH4432,17750.29,UTR4583167063,5411,TXN_SUCCESS
TXN00009078,26-02-26 20:11,USR11038,MCH5058,19084.5,UTR 5481591138,5411,S
TXN00009650,02-21-2026 05:23:13 PM,USR11042,MCH9379,5023.4,UTR6319772671,,TXN_FAILED
TXN00009738,31-01-26 17:43,USR11045,MCH7714,₹468.71,UTR3958461857,7011,S
TXN00017464,02-24-2026 12:43:02 PM,USR11045,MCH9993,"₹1,694.92",UTR7446020459,,SUCCESS
TXN00016442,28-02-26 10:09,USR11047,MCH5721,6377.89,,5912,COMPLETED
TXN00014351,09-01-26 0:21,USR11050,MCH1557,-3236.12,UTR0562433538,5411,COMPLETED
TXN00008609,03-27-2026 10:03:54 AM,USR11055,MCH3107,16009.87,UTR3995975345,5812,COMPLETED
TXN00019089,07-03-26,USR11057,MCH1594,19814.27,UTR1080961585,4131,SUCCESS
TXN00015752,04-01-26 10:33,USR11058,MCH3989,20648.08,UTR0416885054,5812,TXN_SUCCESS
TXN00006558,22-01-26 12:42,USR11063,MCH4074,Rs. 1332.87,UTR1839186203,7011,Success
TXN00018117,01-14-2026 03:35:17 PM,USR11073,MCH4410,10603.58,UTR5691366283,,TXN_SUCCESS
TXN00019236,28-01-26 0:23,USR11082,MCH2899,12052.45,UTR8292313742,5812,SUCCESS
TXN00011297,20-01-26 22:37,USR11084,MCH9019,-11457.09,UTR1383888143,5411,Success
TXN00014340,12-01-26 3:13,USR11096,MCH4482,"₹11,446.09",UTR3541363114,,TXN_FAILED
TXN00017780,28-03-26 21:38,USR11096,MCH8203,18572.99,UTR3741765800,4131,COMPLETED
TXN00005519,02-01-26 2:33,USR11098,MCH9028,"2,858.01",UTR 0795026294,5411,TXN_SUCCESS
TXN00011919,31-01-26 0:38,USR11103,MCH2321,6124.71,UTR3645403726,,Success
TXN00011393,23-02-26 18:43,USR11104,MCH8621,Rs. 16316.65,UTR7669089862,5912,TXN_SUCCESS
TXN00010265,11-01-26 8:47,USR11105,MCH9581,"INR 20,579",UTR8401054895,5912,TXN_SUCCESS
TXN00008698,11-01-26 22:12,USR11110,MCH6809,"INR 14,741",UTR9879115891,5411,Pending
TXN00004285,09-01-26 6:01,USR11112,MCH8495,"₹13,813.63",UTR 8154684325,5411,TXN_SUCCESS
TXN00018490,13-01-26 8:22,USR11115,MCH7351,11349.19,UTR2857763956,4131,Initiated
TXN00008955,23-01-26 13:01,USR11118,MCH4246,-8486.69,UTR6664067592,5812,Success
